1	гениальной	гениальный	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#155.39#155.794
2	женщиной	женщина	NOUN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#155.794#156.198
3	конечно	конечно	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#156.198#156.602
4	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#156.602#157.006
5	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#157.006#157.41
6	Ида	Ида	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#157.41#157.814
7	Рубинштейн	Рубинштейн	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#157.814#158.218
8	навелно…	наверно	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#158.218#158.622
9	наверно	наверно	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#158.622#159.026
10	плохой	плохой	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#159.026#159.43
11	танцовщицей	танцовщица	NOUN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#159.43#159.834
12	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#159.834#160.238
13	не	не	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#160.238#160.642
14	очень	очень	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#160.642#161.046
15	хорошей	хороший	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#161.046#161.45
16	артисткой	артистка	NOUN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#161.45#161.854
17	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#161.854#162.258
18	но	но	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#162.258#162.662
19	женщиной	женщина	NOUN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#162.662#163.066
20	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#163.066#163.47
21	ээ	ээ	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#163.47#163.874
22	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#163.874#164.278
23	в	в	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#164.278#164.682
24	плане	план	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#164.682#165.086
25	креатива	креатив	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#165.086#165.49
26	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#165.49#165.894
27	предвидения	предвидение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#165.894#166.298
28	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#166.298#166.702
29	гениальной	гениальный	ADJ	_	Case=Ins|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#166.702#167.106
30	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#167.106#167.51
31	потому	потому	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#167.51#167.914
32	что	что	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#167.914#168.318
33	благодаря	благодаря	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#168.318#168.722
34	ей	она	PRON	_	Case=Dat|Gender=Fem|Number=Sing|Person=3	_	_	_	@szs1962f-words#@szs1962f#168.722#169.126
35	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#169.126#169.53
36	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#169.53#169.934
37	создано	создать	VERB	_	Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@szs1962f-words#@szs1962f#169.934#170.338
38	три	три	NUM	_	Case=Nom	_	_	_	@szs1962f-words#@szs1962f#170.338#170.742
39	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#170.742#171.146
40	спектакля	спектакль	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#171.146#171.55
41	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#171.55#171.954
42	три	три	NUM	_	Case=Nom	_	_	_	@szs1962f-words#@szs1962f#171.954#172.358
43	произведения	произведение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#172.358#172.762
44	которые	который	PRON	_	Case=Nom|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#172.762#173.166
45	существуют	существовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#173.166#173.57
46	пожалуйста	пожалуйста	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#173.57#173.974
47	бери	брать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#173.974#174.378
48	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#174.378#174.782
49	ставь	ставить	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#174.782#175.186
50	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#175.186#175.59
51	которые	который	PRON	_	Case=Nom|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#175.59#175.994
52	абсолютный	абсолютный	ADJ	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#175.994#176.398
53	прообраз	прообраз	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#176.398#176.802
54	того	тот	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#176.802#177.206
55	о	о	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#177.206#177.61
56	чём	что	PRON	_	Case=Loc	_	_	_	@szs1962f-words#@szs1962f#177.61#178.014
57	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@szs1962f-words#@szs1962f#178.014#178.418
58	говоришь	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#178.418#178.85
59	это	это	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#179.3#179.669
60	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#179.669#180.038
61	Мука	Мука	NOUN		Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing				@szs1962f-words#@szs1962f#180.038#180.407
62	святого	святой	ADJ		Degree=Pos|Case=Gen|Gender=Masc|Number=Sing				@szs1962f-words#@szs1962f#180.407#180.776
63	Себастиана	Себастиан	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#180.776#181.145
64	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#181.145#181.514
65	где	где	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#181.514#181.883
66	Сен-Санс	Сен-Санс	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#181.883#182.252
67	написал	написать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#182.252#182.621
68	музыку	музыка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#182.621#182.99
69	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#182.99#183.359
70	а	а	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#183.359#183.728
71	Габриэле	Габриэле	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#183.728#184.097
72	д'Аннунцио	д'Аннунцио	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#184.097#184.466
73	написал	написать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#184.466#184.835
74	тексты	текст	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#184.835#185.204
75	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#185.204#185.573
76	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#185.573#185.942
77	где	где	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#185.942#186.311
78	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@szs1962f-words#@szs1962f#186.311#186.68
79	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#186.68#187.049
80	выступает	выступать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#187.049#187.418
81	как	как	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#187.418#187.787
82	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#187.787#188.156
83	как	как	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#188.156#188.525
84	чтица	чтица	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#188.525#188.894
85	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#188.894#189.263
86	но	но	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#189.263#189.632
87	где	где	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#189.632#190.001
88	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Inf|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#190.001#190.37
89	хор	хор	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#190.37#190.739
90	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#190.739#191.108
91	где	где	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#191.108#191.477
92	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Inf|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#191.477#191.846
93	балет	балет	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#191.846#192.215
94	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#192.215#192.584
95	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#192.584#192.953
96	где	где	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#192.953#193.322
97	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Inf|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#193.322#193.691
98	симфонический	симфонический	ADJ	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#193.691#194.06
99	оркестр	оркестр	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#194.06#194.429
100	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#194.429#194.798
101	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#194.798#195.167
102	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#195.167#195.536
103	же	же	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#195.536#195.905
104	самое	самый	ADJ	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#195.905#196.274
105	это	это	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#196.274#196.643
106	Жанна	Жанна	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#196.643#197.012
107	д'Арк	д'Арк	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#197.012#197.381
108	на	на	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#197.381#197.75
109	костре	костер	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#197.75#198.119
110	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#198.119#198.488
111	который	который	PRON	_	Case=Acc	_	_	_	@szs1962f-words#@szs1962f#198.488#198.857
112	для	для	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#198.857#199.226
113	неё	она	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#199.226#199.595
114	написали	написать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#199.595#199.964
115	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#199.964#200.333
116	Онеггер	Онеггер	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#200.333#200.702
117	ии	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#200.702#201.071
118	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#201.071#201.44
119	Поль	Поль	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#201.44#201.809
120	Коло…	Коло...	X	_	_	_	_	_	@szs1962f-words#@szs1962f#201.809#202.23
121	ну	ну	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#204.57#204.836
122	в	в	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#204.836#205.102
123	опере	опера	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#205.102#205.368
124	нету	нет	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#205.368#205.634
125	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#205.634#205.9
126	да	да	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#205.9#206.17
127	почему	почему	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#219.0#219.394
128	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@szs1962f-words#@szs1962f#219.394#219.788
129	здесь	здесь	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#219.788#220.182
130	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#220.182#220.576
131	сь...	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#220.576#220.97
132	сидите	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#220.97#221.364
133	неслучайно	неслучайно	ADV	_	Degree=Pos	_	_	_	@szs1962f-words#@szs1962f#221.364#221.758
134	потому	потому	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#221.758#222.152
135	что	что	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#222.152#222.546
136	уу	у	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#222.546#222.94
137	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#222.94#223.334
138	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@szs1962f-words#@szs1962f#223.334#223.728
139	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#223.728#224.122
140	последнее	последний	ADJ	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#224.122#224.516
141	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#224.516#224.91
142	как	как	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#224.91#225.304
143	генератор	генератор	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#225.304#225.698
144	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#225.698#226.092
145	как	как	SCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#226.092#226.486
146	продюсер	продюсер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#226.486#226.88
147	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#226.88#227.274
148	выступаешь	выступать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#227.274#227.668
149	вот	вот	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#227.668#228.062
150	в	в	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#228.062#228.456
151	жанре	жанр	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#228.456#228.85
152	человека	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#228.85#229.244
153	который	который	PRON	_	Case=Nom	_	_	_	@szs1962f-words#@szs1962f#229.244#229.638
154	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#229.638#230.032
155	м	м	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#230.032#230.426
156	рождает	рождать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@szs1962f-words#@szs1962f#230.426#230.82
157	эти	этот	DET	_	Case=Acc|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#230.82#231.214
158	спектакли	спектакль	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#231.214#231.608
159	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#231.608#232.002
160	а	а	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#232.002#232.396
161	Илья	Илья	PROPN	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#232.396#232.79
162	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#232.79#233.184
163	э	э	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#233.184#233.578
164	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#233.578#233.972
165	тот	тот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#233.972#234.366
166	композитор	композитор	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@szs1962f-words#@szs1962f#234.366#234.76
167	который	который	PRON	_	Case=Nom	_	_	_	@szs1962f-words#@szs1962f#234.76#235.154
168	как	как	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#235.154#235.548
169	бы	бы	PART	_	_	_	_	_	@szs1962f-words#@szs1962f#235.548#235.942
170	за	за	ADP	_	_	_	_	_	@szs1962f-words#@szs1962f#235.942#236.336
171	последние	последний	ADJ	_	Animacy=Inan|Case=Acc|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#236.336#236.73
172	годы	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@szs1962f-words#@szs1962f#236.73#237.124
173	очень	очень	ADV	_	_	_	_	_	@szs1962f-words#@szs1962f#237.124#237.518
174	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#237.518#237.912
175	м	м	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#237.912#238.306
176	э	э	INTJ	_	_	_	_	_	@szs1962f-words#@szs1962f#238.306#238.7
177	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#238.7#239.094
178	плодотворно	плодотворно	ADV	_	Degree=Pos	_	_	_	@szs1962f-words#@szs1962f#239.094#239.488
179	и	и	CCONJ	_	_	_	_	_	@szs1962f-words#@szs1962f#239.488#239.882
180	/	/	PUNCT	_	_	_	_	_	@szs1962f-words#@szs1962f#239.882#240.276
